language,books,url,title,description,theme
eng,exo,https://youtu.be/jH_aojNJM3E,Overview: Exodus Ch. 1 -18,"Watch our overview video on Exodus 1-18, which breaks down the literary design of the book and its flow of thought. In Exodus, God rescues the Israelites from slavery in Egypt and confronts the evil and injustice of Pharaoh.",Old Testament
eng,deu,https://youtu.be/q5QEH9bH8AU,Overview: Deuteronomy,"Watch our overview video on the book of Deuteronomy, which breaks down the literary design of the book and its flow of thought. In Deuteronomy, Moses gives final words of wisdom and warning before the Israelites enter the promised land, challenging them to be faithful to God.",Old Testament
eng,jos,https://youtu.be/JqOqJlFF_eU,Overview: Joshua,"Watch our overview video on the book of Joshua, which breaks down the literary design of the book and its flow of thought. In Joshua, after Moses' death, Joshua leads Israel and they settle in the promised land currently occupied by Canaanites.",Old Testament
eng,jdg,https://youtu.be/kOYy8iCfIJ4,Overview: Judges,"Watch our overview video on the book of Judges, which breaks down the literary design of the book and its flow of thought. In Judges, the Israelites turn away from God and face the consequences. God raises judges in cycles of rebellion, repentance, and restoration.
",Old Testament
eng,rut,https://youtu.be/0h1eoBeR4Jk,Overview: Ruth,"Watch our overview video on the book of Ruth, which breaks down the literary design of the book and its flow of thought. In Ruth, an Israelite family faces tragic loss, and God uses the faithfulness of a non-Israelite woman to bring restoration into the family of David.
",Old Testament
eng,1sa,https://youtu.be/QJOju5Dw0V0,Overview: 1 Samuel,"Watch our overview video on the book of 1 Samuel, which breaks down the literary design of the book and its flow of thought. In 1 Samuel, God reluctantly raises up kings to rule the Israelites. The first is a failure, and the second, David, is a faithful replacement.
",Old Testament
eng,2sa,https://youtu.be/YvoWDXNDJgs,Overview: 2 Samuel,"Watch our overview video on the book of 2 Samuel, which breaks down the literary design of the book and its flow of thought. In 2 Samuel, David becomes God's most faithful king, but then rebels, resulting in the slow destruction of his family and kingdom.",Old Testament
eng,"1ki, 2ki",https://youtu.be/bVFW3wbi9pk,Overview: 1-2 Kings,"Watch our overview video on the books of 1-2 Kings, which breaks down the literary design of the book and its flow of thought. In Kings, David’s son Solomon leads Israel to greatness, only to fail and lead Israel to a civil war and ultimately towards destruction and exile.",Old Testament
eng,"1ch, 2ch",https://youtu.be/HR7xaHv3Ias,Overview: Chronicles,"Watch our overview video on the books of 1-2 Chronicles, which breaks down the literary design of the book and its flow of thought. Chronicles retells the entire Old Testament story, highlighting the future hope of the messianic king and a restored temple.",Old Testament
eng,"ezr, neh",https://youtu.be/MkETkRv9tG8,Overview: Ezra-Nehemiah,"Watch our overview video on the prophetic books of Ezra and Nehemiah, which breaks down the literary design of each book's flow of thought. In these books, many Israelites return to Jerusalem after the exile and face some success alongside many spiritual and moral failures.",Old Testament
eng,est,https://youtu.be/JydNSlufRIs,Overview: Esther,"Watch our overview video on the book of Esther, which breaks down the literary design of the book and its flow of thought. In Esther, God providentially uses two exiled Israelites to rescue His people from certain doom, without any explicit mention of God or His activity.",Old Testament
eng,job,https://youtu.be/xQwnH8th_fs,Overview: Job,"Watch our overview video on the book of Job, which breaks down the literary design of the book and its flow of thought. Job explores the difficult question of God's relationship to human suffering and invites us to trust God's wisdom and character.",Old Testament
eng,psa,https://youtu.be/j9phNEaPrv8,Overview: Psalms,"Watch our overview video on the book of Psalms, which breaks down the literary design of the book and its flow of thought. The book of Psalms has been designed to be the prayer book of God's people as they wait for the Messiah and his coming kingdom.",Old Testament
eng,pro,https://youtu.be/AzmYV8GNAIM,Overview: Proverbs,"Watch our overview video on the book of Proverbs, which breaks down the literary design of the book and its flow of thought. The book of Proverbs invites people to live with wisdom and in the fear of the Lord in order to experience the good life.",Old Testament
eng,ecc,https://youtu.be/lrsQ1tc-2wk,Overview: Ecclesiastes,"Watch our overview video on the book of Ecclesiastes, which breaks down the literary design of the book and its flow of thought. This book forces us to face death and random chance, and the challenges they pose to a naive belief in God’s goodness.",Old Testament
eng,ezk,https://youtu.be/SDeCWW_Bnyw,Overview: Ezekiel 34-48,"Watch our overview video on the second part of the book of Ezekiel, which breaks down the literary design of the book and its flow of thought. Among the exiles in Babylon, Ezekiel shows that Israel deserved this judgment, and also that God’s justice creates hope for the future.",Old Testament
eng,dan,https://youtu.be/9cSC9uobtPM,Overview: Daniel,"Watch our overview video on the book of Daniel, which breaks down the literary design of the book and its flow of thought. The story of Daniel motivates faithfulness despite exile in Babylon. His visions offer hope that God will bring all nations under His rule.",Old Testament
eng,hos,https://youtu.be/kE6SZ1ogOVU,Overview: Hosea,"Watch our overview video on the book of Hosea, which breaks down the literary design of the book and its flow of thought. In this book, Hosea accuses Israel of breaking their covenant with God and warns them of the tragic consequences to follow.",Old Testament
eng,jol,https://youtu.be/zQLazbgz90c,Overview: Joel,"Watch our overview video on the book of Joel, which breaks down the literary design of the book and its flow of thought. Joel reflects on the ""Day of the Lord"" and how true repentance will bring about the great restoration hoped for in the other prophetic books.",Old Testament
eng,amo,https://youtu.be/mGgWaPGpGz4,Overview: Amos,"Watch our overview video on the book of Amos, which breaks down the literary design of the book and its flow of thought. In this book, Amos accuses Israel of breaking their covenant with God and highlights how their idolatry has led to injustice and the neglect of the poor.",Old Testament
eng,oba,https://youtu.be/i4ogCrEoG5s,Overview: Obadiah,"Watch our overview video on the book of Obadiah, which breaks down the literary design of the book and its flow of thought. Obadiah announces Edom's downfall to Babylon, which is an image of how God will bring down all arrogant and violent nations.",Old Testament
eng,jon,https://youtu.be/dLIabZc0O4c,Overview: Jonah,"Watch our overview video on the book of Jonah, which breaks down the literary design of the book and its flow of thought. The book of Jonah is a subversive story about a rebellious prophet who despises his God for loving his enemies.",Old Testament
eng,mic,https://youtu.be/MFEUEcylwLc,Overview: Micah,"Watch our overview video on the book of Micah, which breaks down the literary design of the book and its flow of thought. In this book, Micah announces that God's justice is coming in order to create a new future of love and faithfulness on the other side of Israel's sin and exile.",Old Testament
eng,nam,https://youtu.be/Y30DanA5EhU,Overview: Nahum,"Watch our overview video on the book of Nahum, which breaks down the literary design of the book and its flow of thought. In this book, Nahum portrays the downfall of Nineveh and Assyria as an image of how God will confront and bring down all violent human empires.",Old Testament
eng,hab,https://youtu.be/OPMaRqGJPUU,Overview: Habakkuk,"Watch our overview video on the book of Habakkuk, which breaks down the literary design of the book and its flow of thought. In this book, Habakkuk struggles to understand God's goodness in the midst of such evil and injustice in the world.",Old Testament
eng,zep,https://youtu.be/oFZknKPNvz8,Overview: Zephaniah,"Watch our overview video on the book of Zephaniah, which breaks down the literary design of the book and its flow of thought. In this book, Zephaniah announces God’s purifying judgment on Israel. It will remove evil and open up a new future where all people can flourish in peace.",Old Testament
eng,hag,https://youtu.be/juPvv_xcX-U,Overview: Haggai,"Watch our overview video on the book of Haggai, which breaks down the literary design of the book and its flow of thought. In this book, Haggai challenges Israel after the exile to remain faithful to their God and rebuild the temple.",Old Testament
eng,zec,https://youtu.be/_106IfO6Kc0,Overview: Zechariah,"Watch our overview video on the book of Zechariah, which breaks down the literary design of the book and its flow of thought. In this book, Zechariah's visions foster hope in the future promise of the messianic kingdom and challenge Israel after the exile to remain faithful to God.",Old Testament
eng,mal,https://youtu.be/HPGShWZ4Jvk,Overview: Malachi,"Watch our overview video on the book of Malachi, which breaks down the literary design of the book and its flow of thought. In this book, Malachi accuses Israel of selfishness after the exile and announces that the day of the Lord will purify Israel and prepare them for God's kingdom.",Old Testament
eng,NT,https://youtu.be/Q0BrP8bqj0c,Overview: New Testament,Watch our overview video on the New Testament. This video breaks down the literary design of the entire New Testament and how it continues the story of the Hebrew Scriptures.,New Testament
eng,mat,https://youtu.be/3Dv4-n6OYGI,Overview: Matthew Ch. 1-13,"Watch our overview video on Matthew Ch. 1-13, which breaks down the literary design of the book and its flow of thought. In Matthew, Jesus brings God’s heavenly kingdom to earth and invites his disciples into a new way of life through his death and resurrection.",New Testament
eng,mat,https://youtu.be/GGCF3OPWN14,Overview: Matthew Ch. 14-28,"Watch our overview video on Matthew Ch. 14-28, which breaks down the literary design of the book and its flow of thought. In Matthew, Jesus brings God’s heavenly kingdom to earth and invites his disciples into a new way of life through his death and resurrection.",New Testament
eng,mrk,https://youtu.be/HGHqu9-DtXk,Overview: Mark,"Watch our overview video on the book of Mark, which breaks down the literary design of the book and its flow of thought. Mark demonstrates that Jesus is Israel's Messiah who inaugurates God’s kingdom through his suffering, death, and resurrection.",New Testament
eng,luk,https://youtu.be/XIb_dCIxzr0,Overview: Luke Ch. 1-9,"Watch our overview video on the book of Luke, which breaks down the literary design of the book and its flow of thought. In Luke, Jesus carries the covenant story of God and Israel to its culmination and he announces the good news of God’s kingdom to the poor and the rich.",New Testament
eng,luk,https://youtu.be/26z_KhwNdD8,Overview: Luke Ch. 10-24,"Watch our overview video on the book of Luke, which breaks down the literary design of the book and its flow of thought. In Luke, Jesus carries the covenant story of God and Israel to its culmination and he announces the good news of God’s kingdom to the poor and the rich.",New Testament
eng,jhn,https://youtu.be/G-2e9mMf7E8,Overview: John Ch. 1-12,"Watch our overview video on the Gospel of John, which breaks down the literary design of the book and its flow of thought. In John, Jesus becomes human as the incarnation of the creator God of Israel, to share His love and the gift of eternal life with the world.",New Testament
eng,jhn,https://youtu.be/RUfh_wOsauk,Overview: John Ch. 13-21,"Watch our overview video on the Gospel of John, which breaks down the literary design of the book and its flow of thought. In John, Jesus becomes human as the incarnation of the creator God of Israel, to share His love and the gift of eternal life with the world.",New Testament
eng,act,https://youtu.be/CGbNw855ksw,Overview: Acts Ch. 1-12,"Watch our overview video on the book of Acts, which breaks down the literary design of the book and its flow of thought. In Acts, Jesus sends the Holy Spirit to empower his disciples as they carry the good news of his kingdom to the nations of the world.",New Testament
eng,act,https://youtu.be/Z-17KxpjL0Q,Overview: Acts Ch. 13-28,"Watch our overview video on the book of Acts, which breaks down the literary design of the book and its flow of thought. In Acts, Jesus sends the Holy Spirit to empower his disciples as they carry the good news of his kingdom to the nations of the world.",New Testament
eng,rom,https://youtu.be/ej_6dVdJSIU,Overview: Romans Ch. 1-4,"Watch our overview video on the book of Romans, which breaks down the literary design of the book and its flow of thought. Paul shows how Jesus created the new covenant family of Abraham through his death and resurrection and the sending of the Spirit.",New Testament
eng,rom,https://youtu.be/0SVTl4Xa5fY,Overview: Romans Ch. 5-16,"Watch our overview video on the book of Romans, which breaks down the literary design of the book and its flow of thought. Paul shows how Jesus created the new covenant family of Abraham through his death and resurrection and the sending of the Spirit.",New Testament
eng,1co,https://youtu.be/yiHf8klCCc4,Overview: 1 Corinthians,"Watch our overview video on the book of 1 Corinthians, which breaks down the literary design of the book and its flow of thought. In 1 Corinthians, Paul shows the new Christians in Corinth that all of life's most complex problems can be seen through the lens of the gospel.",New Testament
eng,2co,https://youtu.be/3lfPK2vfC54,Overview: 2 Corinthians,"Watch our overview video on 2 Corinthians, which breaks down the literary design of the book and its flow of thought. In 2 Corinthians, Paul resolves his conflict with the Corinthians by showing how the scandal of the crucifixion turns our value systems upside-down.",New Testament
eng,gal,https://youtu.be/vmx4UjRFp0M,Overview: Galatians,"Watch our overview video on the book of Galatians, which breaks down the literary design of the book and its flow of thought. In Galatians, Paul challenges the Galatian Christians to stop allowing controversial Torah observances to divide their church's congregation.",New Testament
eng,eph,https://youtu.be/Y71r-T98E2Q,Overview: Ephesians,"Watch our overview video on the book of Ephesians, which breaks down the literary design of the book and its flow of thought. In Ephesians, Paul shows how the good news should create ethnically diverse communities that are unified by devotion to Jesus and to each other.",New Testament
eng,php,https://youtu.be/oE9qqW1-BkU,Overview: Philippians,"Watch our overview video on the book of Philippians, which breaks down the literary design of the book and its flow of thought. In Phillippians, Paul thanks the Philippian Christians for their generosity and shares how they are all called to imitate Jesus’ self-giving love.",New Testament
eng,col,https://youtu.be/pXTXlDxQsvc,Overview: Colossians,"Watch our overview video on the book of Colossians, which breaks down the literary design of the book and its flow of thought. In Colossians, Paul encourages the Colossian Christians to see Jesus as the center of all reality, so they don’t give in to pressure from other religions.",New Testament
eng,1th,https://youtu.be/No7Nq6IX23c,Overview: 1 Thessalonians,"Watch our overview video on 1 Thessalonians, which breaks down the literary design of the book and its flow of thought. In 1 Thessalonians, Paul directs the persecuted Thessalonian Christians to hope in the future of king Jesus' return who will make all things right.",New Testament
eng,2th,https://youtu.be/kbPBDKOn1cc,Overview: 2 Thessalonians,"Watch our overview video on 2 Thessalonians, which breaks down the literary design of the book and its flow of thought. In 2 Thessalonians, Paul clarified his earlier teachings about Jesus' future return and rebukes the Christians who were disrupting the community.",New Testament
eng,1ti,https://youtu.be/7RoqnGcEjcs,Overview: 1 Timothy,"Watch our overview video on 1 Timothy, which breaks down the literary design of the book and its flow of thought. In 1 Timothy, Paul shows Timothy how to restore order and purpose to the church in Ephesus which has been disrupted by false teachers.",New Testament
eng,2ti,https://youtu.be/urlvnxCaL00,Overview: 2 Timothy,"Watch our overview video on 2 Timothy, which breaks down the literary design of the book and its flow of thought. In 2 Timothy, Paul is near execution and offers a personal challenge to Timothy to keeping following Jesus no matter the sacrifice and risk.",New Testament
eng,tit,https://youtu.be/PUEYCVXJM3k,Overview: Titus,"Watch our overview video on the book of Titus, which breaks down the literary design of the book and its flow of thought. In Titus, Paul commissions Titus to show how the good news of Jesus and the power of the Spirit can transform the Cretan culture from within.",New Testament
eng,phm,https://youtu.be/aW9Q3Jt6Yvk,Overview: Philemon,"Watch our overview video on the book of Philemon, which breaks down the literary design of the book and its flow of thought. In this letter, Paul helps his friend Philemon to reconcile with his escaped former slave Onesimus and shows that they are equals because of Jesus.",New Testament
eng,heb,https://youtu.be/1fNWTZZwgbs,Overview: Hebrews,"Watch our overview video on the book of Hebrews, which breaks down the literary design of the book and its flow of thought. In Hebrews, the author shows how Jesus is the ultimate revelation of God's love and mercy and is worthy of our devotion.",New Testament
eng,jas,https://youtu.be/qn-hLHWwRYY,Overview: James,"Watch our overview video on the book of James, which breaks down the literary design of the book and its flow of thought. In this book, James combines the wisdom of his brother Jesus with the book of Proverbs in his own challenging call to live a life wholly devoted to God.",New Testament
eng,1pe,https://youtu.be/WhP7AZQlzCg,Overview: 1 Peter,"Watch our overview video on 1 Peter, which breaks down the literary design of the book and its flow of thought. Peter offers hope to persecuted Christians and guides them with practical instruction on living life consistent with following Jesus.",New Testament
eng,2pe,https://youtu.be/wWLv_ITyKYc,Overview: 2 Peter,"Watch our overview video on 2 Peter, which breaks down the literary design of the book and its flow of thought. In 2 Peter, Peter calls for faithfulness and confronts corrupt teachers who distorted the message about Jesus and lead others astray.",New Testament
eng,"1jn, 2jn, 3jn",https://youtu.be/l3QkE6nKylM,Overview: 1-3 John,"Watch our overview video on the letters of John, which breaks down the literary design of the book and its flow of thought. John calls followers of Jesus to share in God's own life and love by devoting themselves to loving one another.",New Testament
